zip,zip_population_2010,zip_land_area_2010,primary_RUCA_code_2010,zip_population_density_2010,rural_urban_class
01005,10216.0,143.6452377385532,2.0,71.1196567379004,urban
01007,15970.0,77.75483554363962,1.0,205.3891553926173,urban
01008,9761.0,281.7369848817836,2.0,34.64578853250559,urban
01009,2710.0,6.94309201432594,1.0,390.31601401916555,urban
01010,19353.0,109.901044329163,1.0,176.09477797168256,urban
01011,10431.0,294.455805972847,2.0,35.42467082806269,urban
01012,1222.0,30.8558058956258,2.0,39.60356777371464,urban
01013,43208.0,10.479518051821094,1.0,4123.090373654299,urban
01014,1948.0,0.342744831250183,1.0,5683.52845145629,urban
01020,47067.0,20.997950569655153,1.0,2241.504467012991,urban
01021,3823.0,0.954770060710706,1.0,4004.1054462414313,urban
01022,12665.0,11.89312344304298,1.0,1064.9010800782144,urban
01026,6165.0,191.8371112144153,2.0,32.136639052646146,urban
01027,33291.0,93.95870598628258,1.0,354.3152244440264,urban
01028,29455.0,34.588917014287276,1.0,851.5733518870608,urban
01029,2527.0,87.3469467812206,10.0,28.930604825025203,rural
01030,19874.0,18.98341266446022,1.0,1046.9139743881294,urban
01031,3989.0,59.3764527094334,3.0,67.1815141857784,urban
01032,7170.0,120.560246225079,2.0,59.47234038170447,urban
01033,16178.0,44.58682820152059,1.0,362.84258496432506,urban
01034,7234.0,194.390038100563,2.0,37.21384115505788,urban
01035,5250.0,23.085754451372,1.0,227.41297067239617,urban
01036,5139.0,19.634158922744,1.0,261.7377204809643,urban
01037,3989.0,59.3764527094334,3.0,67.1815141857784,urban
01038,3279.0,15.9082022773851,2.0,206.12008464723792,urban
01039,11995.0,93.1403655152071,2.0,128.7841198995678,urban
01040,43923.0,24.145308009149083,1.0,1819.1111906030274,urban
01041,5865.0,1.80208943053018,1.0,3254.555462474745,urban
01050,12611.0,320.7717020310527,2.0,39.314565219282265,urban
01053,3725.0,12.0727470551987,1.0,308.54618116064654,urban
01054,14016.0,156.6777185840244,2.0,89.45751908228983,urban
01056,23760.0,31.16783359614024,1.0,762.3243985408851,urban
01057,16488.0,106.9017987728128,1.0,154.2350099743431,urban
01059,6818.0,7.04864848794666,1.0,967.277629414905,urban
01060,24824.0,22.169255224348525,1.0,1119.748938283491,urban
01061,2764.0,0.461575497647093,1.0,5988.186145256074,urban
01062,23823.0,33.61021209364675,1.0,708.8024298574181,urban
01063,11442.0,2.373689376166996,1.0,4820.344277091723,urban
01066,3279.0,15.9082022773851,2.0,206.12008464723792,urban
01068,5891.0,80.2064218058153,2.0,73.44798418089857,urban
01069,35035.0,117.54024304359702,1.0,298.0681262246933,urban
01070,9437.0,319.92400543940755,2.0,29.497630185764017,urban
01071,7234.0,194.390038100563,2.0,37.21384115505788,urban
01072,4612.0,94.0940228294494,2.0,49.0148030801011,urban
01073,13457.0,39.5138977477888,1.0,340.56371978016404,urban
01074,5398.0,44.3274853010902,2.0,121.77546195852533,urban
01075,23754.0,45.543557730769365,1.0,521.5666316720735,urban
01077,14304.0,41.1156356708989,1.0,347.8968467006867,urban
01079,2710.0,6.94309201432594,1.0,390.31601401916555,urban
01080,3140.0,5.04594654492608,1.0,622.2816615363092,urban
01081,7928.0,62.76526454948829,2.0,126.31190287980128,urban
01082,20151.0,113.3232501463327,1.0,177.81876158669382,urban
01083,5135.0,27.546806780572,2.0,186.40999085315303,urban
01084,1222.0,30.8558058956258,2.0,39.60356777371464,urban
01085,48328.0,240.71133302548162,1.0,200.77160220322494,urban
01088,3279.0,15.9082022773851,2.0,206.12008464723792,urban
01089,28391.0,16.713013728248935,1.0,1698.7361143617393,urban
01090,4600.0,1.59452978160517,1.0,2884.8630192214437,urban
01092,5135.0,27.546806780572,2.0,186.40999085315303,urban
01093,5180.0,34.3636086344802,2.0,150.7408623785345,urban
01094,3989.0,59.3764527094334,3.0,67.1815141857784,urban
01095,17359.0,27.21002491131238,1.0,637.9633997609137,urban
01096,8392.0,151.41605212070482,2.0,55.42345004022508,urban
01097,7234.0,194.390038100563,2.0,37.21384115505788,urban
01098,4419.0,130.9215737679098,2.0,33.75303147389404,urban
01101,1862.0,0.388997941303203,1.0,4786.657723076923,urban
01103,17610.0,2.649838532070418,1.0,6645.687949235401,urban
01104,49029.0,10.707704051138473,1.0,4578.852736856049,urban
01105,31428.0,4.8323177559123796,1.0,6503.71138395185,urban
01106,21859.0,10.93710781671575,1.0,1998.6088064882888,urban
01107,27524.0,4.027463061604916,1.0,6834.078818101408,urban
01108,37191.0,6.625265445245301,1.0,5613.510931353031,urban
01109,41448.0,8.237696854193933,1.0,5031.503432770558,urban
01111,5361.0,1.18595839054081,1.0,4520.39468058852,urban
01115,1862.0,0.388997941303203,1.0,4786.657723076923,urban
01116,4054.0,1.90358835639393,1.0,2129.6621122855104,urban
01118,19913.0,5.71427435185028,1.0,3484.7819292316926,urban
01119,22984.0,6.058755098479233,1.0,3793.5185737692314,urban
01128,8375.0,3.6372095160286397,1.0,2302.5893787786003,urban
01129,26771.0,9.27258118570434,1.0,2887.114112440795,urban
01138,3308.0,0.225609925605833,1.0,14662.47547007069,urban
01139,3992.0,1.25599771118631,1.0,3178.349740963693,urban
01144,1862.0,0.388997941303203,1.0,4786.657723076923,urban
01151,9504.0,3.825604597395821,1.0,2484.313200185298,urban
01152,1333.0,2.2062368628735,1.0,604.1962322503497,urban
01199,11462.0,1.6486636231519218,1.0,6952.297508746448,urban
01201,57004.0,158.908403050516,1.0,358.72237657487995,urban
01202,3389.0,0.488131219140784,1.0,6942.805268561534,urban
01220,8485.0,22.88842342126685,1.0,370.7114222693091,urban
01222,3257.0,47.4353483491043,10.0,68.66187586585944,rural
01223,14110.0,386.5106637559714,2.0,36.50610791144571,urban
01224,3091.0,28.8407405748598,1.0,107.17477909337721,urban
01225,6326.0,55.649375981664804,1.0,113.67602759973934,urban
01226,13623.0,52.46975738883728,1.0,259.63527711866715,urban
01227,6756.0,21.7824912702298,1.0,310.15736061528673,urban
01229,1947.0,22.73505823193,10.0,85.6386634306288,rural
01230,15044.0,236.6241438184269,7.0,63.57762042889413,rural
01235,6975.0,181.7135863177748,2.0,38.384581699919494,urban
01236,10357.0,86.01395334650189,7.0,120.41069613760764,rural
01237,5511.0,96.65687949133351,1.0,57.01611751798929,urban
01238,19047.0,286.5708346911259,2.0,66.46524242611567,urban
01240,12915.0,70.1037433378069,7.0,184.22696685064105,rural
01242,5025.0,21.2195396272106,7.0,236.81003868511155,rural
01243,3197.0,100.065767872284,2.0,31.948987830487614,urban
01244,1509.0,46.890387523031,10.0,32.18143589149971,rural
01245,3815.0,132.4256934781165,10.0,28.808608811479875,rural
01247,21348.0,252.182241771004,2.0,84.65306617182512,urban
01253,2527.0,87.3469467812206,10.0,28.930604825025203,rural
01254,8751.0,107.4916694594723,2.0,81.4109599748974,urban
01255,4036.0,134.2373343042516,10.0,30.066151275414377,rural
01256,3190.0,121.12151909584131,2.0,26.33718618964653,urban
01257,4766.0,94.32573587213531,10.0,50.5270375675693,rural
01258,1886.0,52.3967570506118,10.0,35.99459405814465,rural
01259,1509.0,46.890387523031,10.0,32.18143589149971,rural
01260,5943.0,26.1491454786663,7.0,227.27320113953928,rural
01262,7890.0,48.884203710596296,7.0,161.40183128910695,rural
01263,1947.0,22.73505823193,10.0,85.6386634306288,rural
01264,1288.0,45.0787466968959,10.0,28.572222929363097,rural
01266,5139.0,93.5878061983298,10.0,54.910999720513935,rural
01267,10174.0,114.5760196572339,2.0,88.7969404979906,urban
01270,8502.0,82.69802871673531,1.0,102.80777101860326,urban
01301,30716.0,151.69796230716125,2.0,202.48129594388087,urban
01302,4642.0,0.917421625119499,4.0,5059.832767071906,rural
01330,14162.0,263.45448897832773,2.0,53.75501497400939,urban
01331,29306.0,221.4149231579451,1.0,132.35783560575422,urban
01337,4340.0,55.0494044760053,5.0,78.83827338934613,rural
01338,3795.0,42.8284748809647,10.0,88.60927246528463,rural
01339,11923.0,279.4628666233199,2.0,42.6639866113972,urban
01340,8289.0,201.77117500158272,6.0,41.08119011516377,rural
01341,8814.0,112.05530025621741,2.0,78.65759120582923,urban
01342,5125.0,32.3927002750592,2.0,158.21465813228298,urban
01343,5938.0,219.1486817699538,2.0,27.095759609602744,urban
01344,3428.0,82.9942393555491,6.0,41.30407154301848,rural
01346,4494.0,158.942700120618,6.0,28.274340354037054,rural
01347,4224.0,28.2200871200948,4.0,149.68061515983763,rural
01349,7652.0,111.2143264756439,4.0,68.80408525133494,rural
01350,4494.0,158.942700120618,6.0,28.274340354037054,rural
01351,8836.0,122.3141099495442,2.0,72.24023461925152,urban
01354,8564.0,83.2694915961001,4.0,102.84679101368613,rural
01355,4612.0,94.0940228294494,2.0,49.0148030801011,urban
01360,6460.0,117.27881673583039,5.0,55.082411127587505,rural
01364,23420.0,271.3125361970788,1.0,86.32111264843265,urban
01366,6619.0,96.4029397047399,3.0,68.65973195705939,urban
01367,5938.0,219.1486817699538,2.0,27.095759609602744,urban
01368,6776.0,65.1640694860362,1.0,103.98368385283254,urban
01370,17048.0,311.8555668983791,2.0,54.66633214072219,urban
01373,10305.0,66.7563089095394,2.0,154.36743235705512,urban
01375,5180.0,34.3636086344802,2.0,150.7408623785345,urban
01376,8437.0,30.15660651709587,4.0,279.7728582364544,rural
01378,3428.0,82.9942393555491,6.0,41.30407154301848,rural
01379,3428.0,82.9942393555491,6.0,41.30407154301848,rural
01380,3428.0,82.9942393555491,6.0,41.30407154301848,rural
01420,55948.0,55.11520014764544,1.0,1015.1101665261782,urban
01430,12039.0,49.1407288373537,1.0,244.99026133386747,urban
01431,8786.0,36.7283346486548,1.0,239.21585566150338,urban
01432,15486.0,31.173917408111556,1.0,496.76143672500046,urban
01434,21158.0,51.21558864365393,1.0,413.1164077252418,urban
01436,12604.0,37.59483016909735,1.0,335.2588625432969,urban
01438,8013.0,31.8824064049718,1.0,251.32983684539064,urban
01440,42662.0,122.19668430896209,1.0,349.1256758827711,urban
01450,25814.0,58.86233913052878,1.0,438.548660846739,urban
01451,15679.0,44.48874126057723,1.0,352.42624438766984,urban
01452,12355.0,76.1749915443624,1.0,162.19233831886623,urban
01453,59008.0,62.738868288192826,1.0,940.5333824152681,urban
01460,26813.0,58.661856348369156,1.0,457.077250347626,urban
01462,25116.0,46.208765059915265,1.0,543.5332445572623,urban
01463,19417.0,53.678273412849805,1.0,361.729220510879,urban
01464,12113.0,30.870805965124198,1.0,392.3771868374434,urban
01467,6520.0,26.4354085810436,2.0,246.63889646386573,urban
01468,15311.0,151.4412248242077,1.0,101.1019292651188,urban
01469,8926.0,32.8002168349815,1.0,272.1323473227897,urban
01472,3896.0,13.8875917571819,1.0,280.53820043962645,urban
01473,23329.0,100.2974284050737,1.0,232.59818692240634,urban
01474,12000.0,56.502923179566906,1.0,212.37839256322843,urban
01475,11558.0,84.8186227117654,1.0,136.26724450922688,urban
01501,23646.0,37.91490771385811,1.0,623.65970078195,urban
01503,7763.0,32.9242641278647,1.0,235.78355372960215,urban
01504,17720.0,19.82193662673341,1.0,893.9590683637554,urban
01505,11909.0,22.54017972284043,1.0,528.3453879443722,urban
01506,3390.0,15.5470917239771,2.0,218.04721167058275,urban
01507,37377.0,103.126257727835,1.0,362.4392160010622,urban
01508,4512.0,13.515630188248,1.0,333.83571000065075,urban
01509,4512.0,13.515630188248,1.0,333.83571000065075,urban
01510,29424.0,66.0443801284022,1.0,445.5186034420254,urban
01515,8171.0,40.57552390204125,1.0,201.37756002181746,urban
01516,16459.0,62.298219914532496,1.0,264.1969549463894,urban
01518,9268.0,37.2229500677223,1.0,248.98617608593847,urban
01519,22248.0,40.4674315093352,1.0,549.7754408966563,urban
01520,25941.0,39.28122176627838,1.0,660.3918827766576,urban
01521,4319.0,28.0227055106047,2.0,154.12501831293736,urban
01522,13633.0,33.47562382528406,1.0,407.25155925856194,urban
01523,23580.0,78.86851560702215,1.0,298.9786205371479,urban
01524,16958.0,53.97562228087542,1.0,314.1788697081597,urban
01525,6749.0,11.7829426236724,1.0,572.7771249977056,urban
01526,6219.0,20.1314867095909,1.0,308.919062447444,urban
01527,31088.0,37.01836996928174,1.0,839.7992679255508,urban
01529,3190.0,4.90593045218742,1.0,650.2334330030436,urban
01531,5891.0,80.2064218058153,2.0,73.44798418089857,urban
01532,43369.0,51.22538019481171,1.0,846.6311003464756,urban
01534,23249.0,38.83367683556839,1.0,598.6813996120467,urban
01535,12370.0,101.1308457799804,2.0,122.31678578968962,urban
01536,22686.0,26.277772715549258,1.0,863.3151768824033,urban
01537,7458.0,22.4383124555017,1.0,332.3779368341649,urban
01538,5469.0,3.69133949655365,1.0,1481.5759983892106,urban
01540,21799.0,46.1650173668758,1.0,472.19737462161464,urban
01541,11386.0,70.51332284165031,1.0,161.47303149461848,urban
01542,18428.0,45.689786207503616,1.0,403.3286545992543,urban
01543,12779.0,49.794934571125495,1.0,256.6325291932432,urban
01545,48013.0,35.26252399625016,1.0,1361.5871627653692,urban
01546,5958.0,1.86477852407038,1.0,3195.017490331809,urban
01550,16719.0,20.2752889202575,1.0,824.5998400198218,urban
01560,8711.0,8.351263403537,1.0,1043.0757095160764,urban
01561,8055.0,27.4652921171836,1.0,293.2792400544106,urban
01562,23081.0,68.14562461293251,1.0,338.70112910550307,urban
01564,15863.0,58.0999699612508,1.0,273.02940105786064,urban
01566,9268.0,37.2229500677223,1.0,248.98617608593847,urban
01568,18089.0,30.71359172320492,1.0,588.9574935755003,urban
01569,13457.0,29.58703360787775,1.0,454.82761733900156,urban
01570,27525.0,35.99354784655369,1.0,764.7203914808155,urban
01571,20852.0,31.12184071895313,1.0,670.0117833101427,urban
01581,23463.0,30.10343522827133,1.0,779.412708951069,urban
01583,26983.0,47.33204130675502,1.0,570.0789413481118,urban
01585,8836.0,48.03312061677509,2.0,183.95640105286256,urban
01586,1747.0,0.571038166972202,1.0,3059.340165059481,urban
01588,21926.0,37.396077896885984,1.0,586.3181711316792,urban
01590,24892.0,91.2485428503916,1.0,272.79339726895347,urban
01601,2761.0,0.485847424775713,1.0,5682.8540385381075,urban
01602,44572.0,10.052303717237296,1.0,4434.008487384805,urban
01603,49158.0,21.44778971948906,1.0,2291.9844255714324,urban
01604,67018.0,23.895051251202705,1.0,2804.6811574269714,urban
01605,60021.0,19.27704105192766,1.0,3113.6002583756513,urban
01606,42167.0,20.405552072055908,1.0,2066.4473987814813,urban
01607,28804.0,11.499487642413797,1.0,2504.8072484344098,urban
01608,18312.0,2.342507764514739,1.0,7817.263309602482,urban
01609,44813.0,9.870587817395288,1.0,4540.053827495913,urban
01610,56269.0,9.214346166854831,1.0,6106.673113975977,urban
01611,10208.0,13.260551014135979,1.0,769.8020986547311,urban
01612,14920.0,59.1992881820302,1.0,252.0300574243886,urban
01613,2761.0,0.485847424775713,1.0,5682.8540385381075,urban
01614,2761.0,0.485847424775713,1.0,5682.8540385381075,urban
01653,5444.0,1.03912257508529,1.0,5239.035442525308,urban
01655,4036.0,2.29393495259438,1.0,1759.4221647110744,urban
01701,43793.0,26.581564856671147,1.0,1647.495180819248,urban
01702,56936.0,21.101791591312384,1.0,2698.159526105858,urban
01703,6138.0,2.38147474042351,1.0,2577.394542890868,urban
01704,3042.0,1.09440815942004,1.0,2779.5845396584464,urban
01718,5909.0,5.28063759368769,1.0,1118.9936622546177,urban
01719,9757.0,19.04020790829917,1.0,512.4418833550214,urban
01720,65240.0,92.36720401793366,1.0,706.3113005708525,urban
01721,24538.0,35.67901820394538,1.0,687.7431396721166,urban
01730,27854.0,31.90037212527627,1.0,873.1559585140349,urban
01731,14355.0,12.085334372205581,1.0,1187.8032959530108,urban
01740,18975.0,50.576432014356826,1.0,375.1747453164288,urban
01741,9747.0,19.2096426701591,1.0,507.40142163817114,urban
01742,37414.0,47.43968659314254,1.0,788.6645694115575,urban
01745,4478.0,6.19857543741515,1.0,722.4240545610521,urban
01746,21509.0,27.168029349942927,1.0,791.7026193894768,urban
01747,20982.0,25.87921411218896,1.0,810.7665058545034,urban
01748,31248.0,49.540700188572295,1.0,630.7541048280959,urban
01749,43059.0,48.71398438911683,1.0,883.9145584162028,urban
01752,38499.0,20.865463855431,1.0,1845.10635693245,urban
01754,16696.0,21.04236621945735,1.0,793.4468883333865,urban
01756,21465.0,53.27207500575298,1.0,402.93155462185285,urban
01757,41452.0,41.49087988052457,1.0,999.0629294766338,urban
01760,50453.0,33.29548322231613,1.0,1515.310640278803,urban
01770,4119.0,15.8174076482208,1.0,260.4092966184203,urban
01772,15547.0,23.06752154836238,1.0,673.9779116453766,urban
01773,25522.0,38.5407071384115,1.0,662.2089186984211,urban
